ID,color,MOS,probability
complementary/orange_blue/juiedesai19391601268.jpg,5.637041,6.720342636108398,0.6935510635375977
complementary/orange_blue/140585134@N0737498238334.jpg,6.415993,4.6430487632751465,0.6656895875930786
complementary/orange_blue/esetoscano34147143424.jpg,5.5962563,5.1890459060668945,0.7556456327438354
complementary/orange_blue/131513283@N0419731462291.jpg,5.9757466,6.763774394989014,0.8396141529083252
complementary/orange_blue/cwhatphotos22568348831.jpg,6.3538384,5.532593250274658,0.8016782999038696
complementary/orange_blue/pixelatedsky28364676438.jpg,6.3472376,4.23760461807251,0.7854651212692261
complementary/orange_blue/nicomessin26564841864.jpg,6.4000545,6.212865352630615,0.5966354608535767
complementary/orange_blue/lumenscript28491813278.jpg,5.9859505,6.909383296966553,0.7403386831283569
complementary/orange_blue/tseyin30043740341.jpg,6.522611,6.616850852966309,0.8368948698043823
complementary/orange_blue/thegreenalbum31849207388.jpg,7.1159062,6.490069389343262,0.8395216464996338
complementary/orange_blue/gingerbiscuit21109931910.jpg,6.0289454,3.706536054611206,0.7408558130264282
complementary/orange_blue/57734089@N0332550104093.jpg,7.175257,6.696624755859375,0.8698132038116455
complementary/orange_blue/glen-c20974054908.jpg,5.7765756,4.449869155883789,0.7567297220230103
complementary/orange_blue/147479758@N0232914083662.jpg,5.091821,4.140864372253418,0.635111927986145
complementary/orange_blue/philippe7416024435571306.jpg,6.674498,6.278557777404785,0.6645262837409973
complementary/orange_blue/130397194@N0629318345878.jpg,6.9301944,6.521803855895996,0.8337237238883972
complementary/orange_blue/130497974@N0219491043814.jpg,5.736093,4.893898010253906,0.8012436032295227
complementary/orange_blue/resatkuleli20676142615.jpg,7.271322,5.740082263946533,0.6886852979660034
complementary/orange_blue/162814817@N0627431714937.jpg,6.263246,4.283255577087402,0.6248894333839417
complementary/orange_blue/james_mans29298526737.jpg,5.8384757,4.3566155433654785,0.7341751456260681
complementary/orange_blue/107889266@N0746606944644.jpg,6.2579026,4.134957790374756,0.6317065954208374
complementary/orange_blue/124213136@N0240957247895.jpg,6.0874524,4.949642181396484,0.7388385534286499
complementary/orange_blue/ili198439307972004.jpg,5.858297,5.7659687995910645,0.6762477159500122
complementary/orange_blue/kimshand29838687993.jpg,5.3506327,4.862497329711914,0.7990739941596985
complementary/orange_blue/dscphotoca34908659512.jpg,6.1308,5.631187438964844,0.7548104524612427
complementary/orange_blue/timpeake25352987494.jpg,5.164897,3.2586188316345215,0.7296729683876038
complementary/orange_blue/42587893@N067469505698.jpg,5.4584303,5.316411972045898,0.6781381368637085
complementary/orange_blue/a380spotter32526617690.jpg,6.0081534,5.619014739990234,0.6664425134658813
complementary/orange_blue/148560147@N0337039646742.jpg,6.6362786,5.573206901550293,0.7164198160171509
complementary/orange_blue/ichnusa_land37834292562.jpg,6.004432,5.740591049194336,0.6509179472923279
complementary/orange_blue/tinto17726516245.jpg,5.0065,5.646885395050049,0.6030229926109314
complementary/orange_blue/littlehandimages36600370075.jpg,5.942143,5.650523662567139,0.5546308159828186
